Name,Name ASCII,Country code,Country name,Continent,Official,Gender,Unisex,Country Rank,Frequency,is_noise,is_mainstream_local,is_embedded_panregional,is_local_form_quality_ok,is_male_local,is_foreign_anchor,foreign_anchor_region,is_diaspora_likely,confidence,final_status,indicator_notes,OriginalName,NameCleaned,NameLatin
Besart,besart,AL,Albania,Europe,n,m,n,170,10,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Besart,Besart,Besart
Armend,armend,AL,Albania,Europe,n,m,n,171,10,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Armend,Armend,Armend
Alket,alket,AL,Albania,Europe,n,m,n,172,10,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Alket,Alket,Alket
Albano,albano,AL,Albania,Europe,n,m,n,173,10,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Albano,Albano,Albano
Afrim,afrim,AL,Albania,Europe,n,m,n,174,10,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Afrim,Afrim,Afrim
Zamir,zamir,AL,Albania,Europe,n,m,n,175,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Zamir,Zamir,Zamir
Tani,tani,AL,Albania,Europe,n,m,y,176,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Tani,Tani,Tani
Romeo,romeo,AL,Albania,Europe,n,m,n,177,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Romeo,Romeo,Romeo
Perparim,perparim,AL,Albania,Europe,n,m,n,178,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Perparim,Perparim,Perparim
Ndricim,ndricim,AL,Albania,Europe,n,m,n,180,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ndricim,Ndricim,Ndricim
Naim,naim,AL,Albania,Europe,n,m,n,181,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Naim,Naim,Naim
Mark,mark,AL,Albania,Europe,n,m,n,182,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Mark,Mark,Mark
Just,just,AL,Albania,Europe,n,m,n,184,9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Just,Just,Just
Juljan,juljan,AL,Albania,Europe,n,m,n,185,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Juljan,Juljan,Juljan
Hasan,hasan,AL,Albania,Europe,n,m,n,186,9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,greek,FALSE,medium,international_core,foreign_anchor:greek;close_neighbor_embedded,Hasan,Hasan,Hasan
Gazmir,gazmir,AL,Albania,Europe,n,m,n,187,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Gazmir,Gazmir,Gazmir
Gazmend,gazmend,AL,Albania,Europe,n,m,n,188,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Gazmend,Gazmend,Gazmend
Fredi,fredi,AL,Albania,Europe,n,m,n,189,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Fredi,Fredi,Fredi
Ernest,ernest,AL,Albania,Europe,n,m,n,190,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ernest,Ernest,Ernest
Erblin,erblin,AL,Albania,Europe,n,m,n,191,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Erblin,Erblin,Erblin
Eno,eno,AL,Albania,Europe,n,m,y,192,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Eno,Eno,Eno
Eldi,eldi,AL,Albania,Europe,n,m,y,193,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Eldi,Eldi,Eldi
Durim,durim,AL,Albania,Europe,n,m,n,194,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Durim,Durim,Durim
Drilon,drilon,AL,Albania,Europe,n,m,n,195,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Drilon,Drilon,Drilon
Arnold,arnold,AL,Albania,Europe,n,m,n,196,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Arnold,Arnold,Arnold
Albion,albion,AL,Albania,Europe,n,m,n,197,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Albion,Albion,Albion
Viktor,viktor,AL,Albania,Europe,n,m,n,198,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Viktor,Viktor,Viktor
Vasil,vasil,AL,Albania,Europe,n,m,n,199,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Vasil,Vasil,Vasil
Vangjel,vangjel,AL,Albania,Europe,n,m,n,200,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Vangjel,Vangjel,Vangjel
Ted,ted,AL,Albania,Europe,n,m,n,201,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ted,Ted,Ted
Spartak,spartak,AL,Albania,Europe,n,m,n,202,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Spartak,Spartak,Spartak
Serxhio,serxhio,AL,Albania,Europe,n,m,n,203,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Serxhio,Serxhio,Serxhio
Paulin,paulin,AL,Albania,Europe,n,m,y,204,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Paulin,Paulin,Paulin
Pajtim,pajtim,AL,Albania,Europe,n,m,n,205,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Pajtim,Pajtim,Pajtim
Orges,orges,AL,Albania,Europe,n,m,n,206,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Orges,Orges,Orges
Oliver,oliver,AL,Albania,Europe,n,m,n,207,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Oliver,Oliver,Oliver
Nertil,nertil,AL,Albania,Europe,n,m,n,208,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Nertil,Nertil,Nertil
Murat,murat,AL,Albania,Europe,n,m,n,210,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,greek,FALSE,medium,international_core,foreign_anchor:greek;close_neighbor_embedded,Murat,Murat,Murat
Mirel,mirel,AL,Albania,Europe,n,m,y,211,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Mirel,Mirel,Mirel
Liridon,liridon,AL,Albania,Europe,n,m,n,212,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Liridon,Liridon,Liridon
Kushtrim,kushtrim,AL,Albania,Europe,n,m,n,214,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Kushtrim,Kushtrim,Kushtrim
Fatbardh,fatbardh,AL,Albania,Europe,n,m,n,218,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Fatbardh,Fatbardh,Fatbardh
Erind,erind,AL,Albania,Europe,n,m,n,220,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Erind,Erind,Erind
Enver,enver,AL,Albania,Europe,n,m,n,221,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Enver,Enver,Enver
Endi,endi,AL,Albania,Europe,n,m,n,222,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Endi,Endi,Endi
Elson,elson,AL,Albania,Europe,n,m,n,223,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Elson,Elson,Elson
Edvin,edvin,AL,Albania,Europe,n,m,n,224,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Edvin,Edvin,Edvin
Besim,besim,AL,Albania,Europe,n,m,n,225,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Besim,Besim,Besim
Besar,besar,AL,Albania,Europe,n,m,n,226,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Besar,Besar,Besar
Arsen,arsen,AL,Albania,Europe,n,m,n,227,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Arsen,Arsen,Arsen
Ylber,ylber,AL,Albania,Europe,n,m,n,229,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ylber,Ylber,Ylber
Rigers,rigers,AL,Albania,Europe,n,m,n,230,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Rigers,Rigers,Rigers
Mirjan,mirjan,AL,Albania,Europe,n,m,y,231,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Mirjan,Mirjan,Mirjan
Michael,michael,AL,Albania,Europe,n,m,n,232,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Michael,Michael,Michael
Ledion,ledion,AL,Albania,Europe,n,m,n,236,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ledion,Ledion,Ledion
Ladi,ladi,AL,Albania,Europe,n,m,y,237,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ladi,Ladi,Ladi
Kristo,kristo,AL,Albania,Europe,n,m,n,238,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Kristo,Kristo,Kristo
Krenar,krenar,AL,Albania,Europe,n,m,n,239,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Krenar,Krenar,Krenar
Ilia,ilia,AL,Albania,Europe,n,m,y,241,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ilia,Ilia,Ilia
Helidon,helidon,AL,Albania,Europe,n,m,n,242,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Helidon,Helidon,Helidon
Hekuran,hekuran,AL,Albania,Europe,n,m,n,243,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Hekuran,Hekuran,Hekuran
Hektor,hektor,AL,Albania,Europe,n,m,n,244,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Hektor,Hektor,Hektor
Elio,elio,AL,Albania,Europe,n,m,n,247,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Elio,Elio,Elio
Elidon,elidon,AL,Albania,Europe,n,m,n,248,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Elidon,Elidon,Elidon
Eli,eli,AL,Albania,Europe,n,m,y,249,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Eli,Eli,Eli
Egzon,egzon,AL,Albania,Europe,n,m,n,250,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Egzon,Egzon,Egzon
Edmir,edmir,AL,Albania,Europe,n,m,n,251,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Edmir,Edmir,Edmir
Burim,burim,AL,Albania,Europe,n,m,n,252,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Burim,Burim,Burim
Besjan,besjan,AL,Albania,Europe,n,m,n,253,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Besjan,Besjan,Besjan
Behar,behar,AL,Albania,Europe,n,m,n,255,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Behar,Behar,Behar
Arbri,arbri,AL,Albania,Europe,n,m,y,256,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Arbri,Arbri,Arbri
Arbi,arbi,AL,Albania,Europe,n,m,n,257,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Arbi,Arbi,Arbi
Alb,alb,AL,Albania,Europe,n,m,n,258,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Alb,Alb,Alb
Adem,adem,AL,Albania,Europe,n,m,n,259,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Adem,Adem,Adem
Vullnet,vullnet,AL,Albania,Europe,n,m,n,260,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Vullnet,Vullnet,Vullnet
Vilson,vilson,AL,Albania,Europe,n,m,n,261,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Vilson,Vilson,Vilson
Tonin,tonin,AL,Albania,Europe,n,m,n,262,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Tonin,Tonin,Tonin
Tan,tan,AL,Albania,Europe,n,m,n,263,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Tan,Tan,Tan
Sadik,sadik,AL,Albania,Europe,n,m,n,264,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Sadik,Sadik,Sadik
Rubin,rubin,AL,Albania,Europe,n,m,y,265,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Rubin,Rubin,Rubin
Ridvan,ridvan,AL,Albania,Europe,n,m,n,266,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ridvan,Ridvan,Ridvan
Redion,redion,AL,Albania,Europe,n,m,n,267,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Redion,Redion,Redion
Redian,redian,AL,Albania,Europe,n,m,n,268,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Redian,Redian,Redian
Parid,parid,AL,Albania,Europe,n,m,n,269,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Parid,Parid,Parid
Orion,orion,AL,Albania,Europe,n,m,n,270,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Orion,Orion,Orion
Nikoll,nikoll,AL,Albania,Europe,n,m,n,271,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Nikoll,Nikoll,Nikoll
Mentor,mentor,AL,Albania,Europe,n,m,n,272,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Mentor,Mentor,Mentor
Marsi,marsi,AL,Albania,Europe,n,m,n,273,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Marsi,Marsi,Marsi
Marjol,marjol,AL,Albania,Europe,n,m,n,274,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Marjol,Marjol,Marjol
Jetnor,jetnor,AL,Albania,Europe,n,m,n,276,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jetnor,Jetnor,Jetnor
Hermes,hermes,AL,Albania,Europe,n,m,n,277,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Hermes,Hermes,Hermes
Granit,granit,AL,Albania,Europe,n,m,n,278,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Granit,Granit,Granit
Franko,franko,AL,Albania,Europe,n,m,n,280,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Franko,Franko,Franko
Françesko,francesko,AL,Albania,Europe,n,m,n,281,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Françesko,Françesko,Françesko
Franc,franc,AL,Albania,Europe,n,m,n,282,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Franc,Franc,Franc
Festim,festim,AL,Albania,Europe,n,m,n,283,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Festim,Festim,Festim
Ersi,ersi,AL,Albania,Europe,n,m,y,284,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ersi,Ersi,Ersi
Ergis,ergis,AL,Albania,Europe,n,m,y,285,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ergis,Ergis,Ergis
Enton,enton,AL,Albania,Europe,n,m,n,286,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Enton,Enton,Enton
Enis,enis,AL,Albania,Europe,n,m,n,287,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Enis,Enis,Enis
Emiljan,emiljan,AL,Albania,Europe,n,m,n,288,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Emiljan,Emiljan,Emiljan
Emiliano,emiliano,AL,Albania,Europe,n,m,n,289,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Emiliano,Emiliano,Emiliano
Drini,drini,AL,Albania,Europe,n,m,n,291,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Drini,Drini,Drini
Deni,deni,AL,Albania,Europe,n,m,y,294,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Deni,Deni,Deni
Bled,bled,AL,Albania,Europe,n,m,n,296,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Bled,Bled,Bled
Benard,benard,AL,Albania,Europe,n,m,n,298,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Benard,Benard,Benard
Avni,avni,AL,Albania,Europe,n,m,y,299,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Avni,Avni,Avni
Arbnor,arbnor,AL,Albania,Europe,n,m,n,300,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Arbnor,Arbnor,Arbnor
Visit,visit,AL,Albania,Europe,n,m,n,307,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Visit,Visit,Visit
Valon,valon,AL,Albania,Europe,n,m,n,309,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,albanian,FALSE,medium,international_core,foreign_anchor:albanian;close_neighbor_embedded,Valon,Valon,Valon
Valmir,valmir,AL,Albania,Europe,n,m,n,310,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Valmir,Valmir,Valmir
Nino,nino,AL,Albania,Europe,n,m,y,326,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Nino,Nino,Nino
Mirsad,mirsad,AL,Albania,Europe,n,m,n,328,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Mirsad,Mirsad,Mirsad
Ismet,ismet,AL,Albania,Europe,n,m,n,344,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Ismet,Ismet,Ismet
Spiro,spiro,AL,Albania,Europe,n,m,n,375,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Spiro,Spiro,Spiro
Shpend,shpend,AL,Albania,Europe,n,m,n,377,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,albanian,FALSE,medium,international_core,foreign_anchor:albanian;close_neighbor_embedded,Shpend,Shpend,Shpend
Rinor,rinor,AL,Albania,Europe,n,m,n,385,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Rinor,Rinor,Rinor
Ramazan,ramazan,AL,Albania,Europe,n,m,n,389,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,greek,FALSE,medium,international_core,foreign_anchor:greek;close_neighbor_embedded,Ramazan,Ramazan,Ramazan
Peter,peter,AL,Albania,Europe,n,m,n,392,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Peter,Peter,Peter
Nick,nick,AL,Albania,Europe,n,m,n,396,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Nick,Nick,Nick
Merxhan,merxhan,AL,Albania,Europe,n,m,n,401,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Merxhan,Merxhan,Merxhan
Mateo,mateo,AL,Albania,Europe,n,m,n,402,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Mateo,Mateo,Mateo
John,john,AL,Albania,Europe,n,m,n,414,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,John,John,John
Franci,franci,AL,Albania,Europe,n,m,y,426,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Franci,Franci,Franci
Filip,filip,AL,Albania,Europe,n,m,n,428,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Filip,Filip,Filip
Edis,edis,AL,Albania,Europe,n,m,n,443,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Edis,Edis,Edis
Driton,driton,AL,Albania,Europe,n,m,n,444,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,albanian,FALSE,medium,international_core,foreign_anchor:albanian;close_neighbor_embedded,Driton,Driton,Driton
Chris,chris,AL,Albania,Europe,n,m,y,450,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Chris,Chris,Chris
Andreas,andreas,AL,Albania,Europe,n,m,n,468,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Andreas,Andreas,Andreas
Alexander,alexander,AL,Albania,Europe,n,m,n,469,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Alexander,Alexander,Alexander
Agon,agon,AL,Albania,Europe,n,m,n,471,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Agon,Agon,Agon
Michael,michael,AT,Austria,Europe,y,m,n,1,1420,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Michael,Michael,Michael
Thomas,thomas,AT,Austria,Europe,y,m,n,2,1255,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Thomas,Thomas,Thomas
Christian,christian,AT,Austria,Europe,y,m,n,3,1028,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Christian,Christian,Christian
Andreas,andreas,AT,Austria,Europe,y,m,n,4,993,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Andreas,Andreas,Andreas
Martin,martin,AT,Austria,Europe,y,m,n,5,980,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Martin,Martin,Martin
Stefan,stefan,AT,Austria,Europe,y,m,n,6,874,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Stefan,Stefan,Stefan
Markus,markus,AT,Austria,Europe,y,m,n,7,835,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Markus,Markus,Markus
Peter,peter,AT,Austria,Europe,y,m,n,8,767,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Peter,Peter,Peter
Daniel,daniel,AT,Austria,Europe,y,m,n,9,682,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Daniel,Daniel,Daniel
Alexander,alexander,AT,Austria,Europe,y,m,n,10,640,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Alexander,Alexander,Alexander
Christoph,christoph,AT,Austria,Europe,y,m,n,11,622,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Christoph,Christoph,Christoph
Wolfgang,wolfgang,AT,Austria,Europe,y,m,n,12,600,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Wolfgang,Wolfgang,Wolfgang
Florian,florian,AT,Austria,Europe,y,m,n,13,572,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Florian,Florian,Florian
Robert,robert,AT,Austria,Europe,y,m,n,14,530,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Robert,Robert,Robert
David,david,AT,Austria,Europe,y,m,n,15,473,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,David,David,David
Patrick,patrick,AT,Austria,Europe,y,m,n,16,447,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Patrick,Patrick,Patrick
Lukas,lukas,AT,Austria,Europe,y,m,n,17,443,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Lukas,Lukas,Lukas
Philipp,philipp,AT,Austria,Europe,y,m,n,18,442,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Philipp,Philipp,Philipp
Bernhard,bernhard,AT,Austria,Europe,y,m,n,19,411,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Bernhard,Bernhard,Bernhard
Sebastian,sebastian,AT,Austria,Europe,y,m,n,20,375,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Sebastian,Sebastian,Sebastian
Matthias,matthias,AT,Austria,Europe,y,m,n,21,352,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Matthias,Matthias,Matthias
Mario,mario,AT,Austria,Europe,y,m,n,22,350,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Mario,Mario,Mario
Gerhard,gerhard,AT,Austria,Europe,y,m,n,23,343,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Gerhard,Gerhard,Gerhard
Johannes,johannes,AT,Austria,Europe,y,m,n,24,340,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Johannes,Johannes,Johannes
Franz,franz,AT,Austria,Europe,y,m,n,25,320,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Franz,Franz,Franz
